date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Atmosphere (hpa),Relative humidity (%),Power (MW)
2019-07-09 05:30:00,0,0,0,1009.6,43.7,0.6458445
2019-07-09 05:45:00,43,0,52,1009.8,42.6,1.2895575
2019-07-09 06:00:00,69,0,79,1009.7,38.0,2.114448
2019-07-09 06:15:00,108,162,96,1009.9,40.0,2.664375
2019-07-09 06:30:00,140,220,112,1010.1,39.7,3.120516
2019-07-09 06:45:00,176,233,111,1010.2,40.1,2.9052345
2019-07-09 07:00:00,225,304,114,1010.4,38.6,3.2420115
2019-07-09 07:15:00,279,338,121,1010.8,38.4,4.9600005
2019-07-09 07:30:00,338,352,136,1010.8,36.5,3.930486
2019-07-09 07:45:00,388,377,151,1010.8,35.9,3.7620975
2019-07-09 08:00:00,413,242,219,1011.1,33.4,7.264152
2019-07-09 08:15:00,496,344,188,1011.3,33.0,8.7753855
2019-07-09 08:30:00,535,393,179,1011.3,32.3,8.858514
2019-07-09 08:45:00,580,329,258,1011.3,32.8,14.396151
2019-07-09 09:00:00,376,0,344,1011.5,32.6,12.580113
2019-07-09 09:15:00,404,30,396,1011.5,33.2,7.899339
2019-07-09 09:30:00,439,40,346,1011.5,32.5,6.0044355
2019-07-09 09:45:00,508,42,432,1011.5,33.8,5.3521965
2019-07-09 10:00:00,515,55,446,1011.4,35.9,6.1749555
2019-07-09 10:15:00,539,66,452,1011.2,36.6,6.69291
2019-07-09 10:30:00,469,0,422,1011.2,40.4,7.609455
2019-07-09 10:45:00,921,343,459,1011.3,41.2,8.8478565
2019-07-09 11:00:00,498,0,486,1011.0,39.9,9.6365115
2019-07-09 11:15:00,502,0,479,1011.1,42.6,11.629464
2019-07-09 11:30:00,517,0,499,1010.9,45.6,11.0688795
2019-07-09 11:45:00,898,291,508,1010.7,40.2,12.460749
2019-07-09 12:00:00,977,418,416,1010.5,42.5,11.9342685
2019-07-09 12:15:00,765,188,410,1010.3,36.5,9.8922915
2019-07-09 12:30:00,705,112,498,1010.4,40.7,8.5366575
2019-07-09 12:45:00,520,0,496,1010.3,38.5,7.839657
2019-07-09 13:00:00,492,0,446,1010.0,41.3,7.9952565
2019-07-09 13:15:00,901,398,394,1009.6,42.2,8.389584
2019-07-09 13:30:00,774,248,425,1009.4,42.9,7.451724
2019-07-09 13:45:00,812,390,330,1008.9,41.7,7.9654155
2019-07-09 14:00:00,445,0,416,1008.9,44.8,8.756202
2019-07-09 14:15:00,761,312,423,1008.5,44.1,6.65028
2019-07-09 14:30:00,664,309,329,1008.2,42.2,6.9593475
2019-07-09 14:45:00,343,0,333,1007.9,44.9,7.16184
2019-07-09 15:00:00,509,162,373,1007.6,46.0,5.725209
2019-07-09 15:15:00,393,45,340,1007.3,42.8,5.8381785
2019-07-09 15:30:00,332,0,303,1007.2,46.5,4.834242
2019-07-09 15:45:00,279,0,270,1007.3,47.6,4.0732965
2019-07-09 16:00:00,231,0,239,1007.3,46.8,3.2974305
2019-07-09 16:15:00,159,0,189,1007.3,46.2,3.133305
2019-07-09 16:30:00,129,0,144,1007.1,48.5,3.2249595
2019-07-09 16:45:00,159,60,150,1006.7,48.4,3.3571125
2019-07-09 17:00:00,93,0,105,1006.5,38.2,3.060834
2019-07-09 17:15:00,85,0,97,1006.6,57.5,2.843421
2019-07-09 17:30:00,83,0,109,1006.9,55.9,2.591904
2019-07-09 17:45:00,46,0,50,1006.8,58.0,2.0611605
2019-07-09 18:00:00,33,0,39,1006.8,61.4,0.9570435
2019-07-09 18:15:00,31,0,48,1006.7,60.8,0.9357285
2019-07-09 18:30:00,0,0,0,1006.7,61.2,0.7012635
2019-07-09 18:45:00,0,0,0,1006.9,63.1,0.2195445
2019-07-09 19:00:00,0,0,0,1006.9,58.5,0.179046
2019-07-09 19:15:00,0,0,0,1006.9,47.8,0.115101
2019-07-09 19:30:00,0,0,0,1006.9,37.0,-0.0273
2019-07-09 19:45:00,0,0,0,1007.2,38.8,-0.0336
2019-07-09 20:00:00,0,0,0,1007.5,43.3,-0.0378
2019-07-09 20:15:00,0,0,0,1007.3,42.0,-0.0357
2019-07-09 20:30:00,0,0,0,1007.5,47.7,-0.0315
2019-07-09 20:45:00,0,0,0,1007.6,48.3,-0.0357
2019-07-09 21:00:00,0,0,0,1007.4,52.8,-0.0336
2019-07-09 21:15:00,0,0,0,1006.9,51.6,-0.0378
2019-07-09 21:30:00,0,0,0,1005.6,53.8,-0.0315
2019-07-09 21:45:00,0,0,0,1006.6,51.5,-0.0336
2019-07-09 22:00:00,0,0,0,1007.8,49.3,-0.0336
2019-07-09 22:15:00,0,0,0,1006.8,49.7,-0.0336
2019-07-09 22:30:00,0,0,0,1007.1,47.0,-0.0336
2019-07-09 22:45:00,0,0,0,1007.7,43.0,-0.0336
2019-07-09 23:00:00,0,0,0,1008.2,44.9,-0.0357
2019-07-09 23:15:00,0,0,0,1008.4,46.8,-0.0336
2019-07-09 23:30:00,0,0,0,1006.8,47.8,-0.0336
2019-07-09 23:45:00,0,0,0,1005.7,50.5,-0.0315
2019-07-10 00:00:00,0,0,0,1005.8,51.4,-0.0336
2019-07-10 00:15:00,0,0,0,1007.1,50.7,-0.0315
2019-07-10 00:30:00,0,0,0,1007.8,54.3,-0.0336
2019-07-10 00:45:00,0,0,0,1008.0,54.3,-0.0336
2019-07-10 01:00:00,0,0,0,1007.9,60.6,-0.0315
2019-07-10 01:15:00,0,0,0,1007.6,59.3,-0.0315
2019-07-10 01:30:00,0,0,0,1007.9,62.2,-0.0336
2019-07-10 01:45:00,0,0,0,1007.6,63.2,-0.0336
2019-07-10 02:00:00,0,0,0,1007.4,63.7,-0.0357
2019-07-10 02:15:00,0,0,0,1007.9,61.4,-0.0357
2019-07-10 02:30:00,0,0,0,1007.1,59.4,-0.0357
2019-07-10 02:45:00,0,0,0,1007.2,62.7,-0.0357
2019-07-10 03:00:00,0,0,0,1007.1,61.3,-0.0315
2019-07-10 03:15:00,0,0,0,1006.8,62.7,-0.0315
2019-07-10 03:30:00,0,0,0,1007.1,64.0,-0.0315
2019-07-10 03:45:00,0,0,0,1007.4,62.8,-0.0336
2019-07-10 04:00:00,0,0,0,1007.4,62.2,-0.0336
2019-07-10 04:15:00,0,0,0,1007.6,62.5,-0.0315
2019-07-10 04:30:00,0,0,0,1007.7,64.9,-0.0315
2019-07-10 04:45:00,0,0,0,1007.8,66.6,-0.0336
2019-07-10 05:00:00,0,0,0,1007.3,63.7,0.089523
2019-07-10 05:15:00,0,0,0,1008.1,63.7,0.2579115
2019-07-10 05:30:00,0,0,0,1008.3,64.4,0.3943275
2019-07-10 05:45:00,0,0,31,1008.0,64.6,0.656502
2019-07-10 06:00:00,0,0,31,1008.2,67.3,2.144289
2019-07-10 06:15:00,0,0,37,1008.1,68.3,1.9545855
2019-07-10 06:30:00,0,0,0,1008.3,68.1,3.3571125
2019-07-10 06:45:00,39,0,51,1009.2,69.8,2.1208425
2019-07-10 07:00:00,0,0,30,1009.7,69.2,3.845226
2019-07-10 07:15:00,92,0,124,1009.3,69.1,5.597319
2019-07-10 07:30:00,78,0,113,1009.7,70.3,7.652085
2019-07-10 07:45:00,144,0,161,1009.3,70.0,7.102158
2019-07-10 08:00:00,101,0,117,1009.4,69.7,10.346301
2019-07-10 08:15:00,58,0,67,1010.0,69.6,11.7680115
2019-07-10 08:30:00,53,0,62,1010.3,69.2,9.399915
2019-07-10 08:45:00,39,0,48,1010.6,68.8,14.1382395
2019-07-10 09:00:00,84,0,112,1010.7,70.0,15.7027605
2019-07-10 09:15:00,66,0,68,1011.1,70.6,16.489284
2019-07-10 09:30:00,88,0,113,1010.7,70.7,17.8172085
2019-07-10 09:45:00,93,0,116,1011.1,70.6,17.260887
2019-07-10 10:00:00,78,0,93,1011.2,70.0,10.248252
2019-07-10 10:15:00,68,0,80,1011.9,69.9,21.4535475
2019-07-10 10:30:00,120,0,140,1011.9,68.9,21.097587
2019-07-10 10:45:00,139,0,152,1011.7,68.7,21.0570885
2019-07-10 11:00:00,118,0,137,1011.9,68.7,16.7445565
2019-07-10 11:15:00,125,0,147,1012.0,68.7,20.4560055
2019-07-10 11:30:00,193,0,235,1012.0,68.6,23.1118545
2019-07-10 11:45:00,109,0,124,1012.1,68.5,24.4546995
2019-07-10 12:00:00,149,0,188,1012.4,69.3,17.816904
2019-07-10 12:15:00,120,0,134,1012.3,68.9,24.789345
2019-07-10 12:30:00,168,0,198,1012.3,69.0,24.46962
2019-07-10 12:45:00,168,0,194,1012.3,68.4,22.3018845
2019-07-10 13:00:00,184,0,208,1012.3,68.4,22.2249475
2019-07-10 13:15:00,236,0,261,1012.3,68.2,22.5832425
2019-07-10 13:30:00,402,0,400,1012.1,68.1,22.3956705
2019-07-10 13:45:00,242,0,275,1012.2,67.8,8.3490855
2019-07-10 14:00:00,456,0,380,1012.0,68.6,8.2894035
2019-07-10 14:15:00,314,0,329,1011.9,68.2,6.871956
2019-07-10 14:30:00,378,0,391,1012.1,68.1,10.8983595
2019-07-10 14:45:00,241,0,225,1012.0,68.5,13.0511745
2019-07-10 15:00:00,646,388,256,1012.0,68.0,8.8947495
2019-07-10 15:15:00,399,172,196,1012.1,67.8,7.8119475
2019-07-10 15:30:00,352,95,280,1012.2,67.8,6.658806
2019-07-10 15:45:00,331,45,288,1012.2,67.9,4.9344225
2019-07-10 16:00:00,266,41,230,1012.1,68.1,5.537637
2019-07-10 16:15:00,249,0,256,1012.2,67.9,2.843421
2019-07-10 16:30:00,209,0,219,1012.1,67.6,3.674706
2019-07-10 16:45:00,171,0,180,1011.8,68.1,2.5727205
2019-07-10 17:00:00,138,0,155,1011.9,68.5,2.9222865
2019-07-10 17:15:00,116,0,133,1011.8,68.3,2.276442
2019-07-10 17:30:00,88,0,107,1011.7,68.6,1.739304
2019-07-10 17:45:00,82,171,95,1011.6,68.8,1.2895575
2019-07-10 18:00:00,51,0,54,1012.0,68.9,0.971964
2019-07-10 18:15:00,34,44,38,1011.8,69.1,0.7268415
2019-07-10 18:30:00,0,0,0,1011.9,69.6,0.400722
2019-07-10 18:45:00,0,0,0,1012.2,69.3,0.609609
2019-07-10 19:00:00,0,0,0,1012.0,69.8,0.524349
2019-07-10 19:15:00,0,0,0,1012.5,68.8,0.123627
2019-07-10 19:30:00,0,0,0,1012.7,70.1,-0.0441
2019-07-10 19:45:00,0,0,0,1012.9,69.3,-0.0315
2019-07-10 20:00:00,0,0,0,1013.1,68.6,-0.0315
2019-07-10 20:15:00,0,0,0,1013.6,69.5,-0.0315
2019-07-10 20:30:00,0,0,0,1013.8,69.9,-0.0315
2019-07-10 20:45:00,0,0,0,1013.9,69.8,-0.0315
2019-07-10 21:00:00,0,0,0,1014.1,69.3,-0.0315
2019-07-10 21:15:00,0,0,0,1013.8,69.3,-0.0336
2019-07-10 21:30:00,0,0,0,1014.0,69.1,-0.0315
2019-07-10 21:45:00,0,0,0,1013.8,70.2,-0.0315
2019-07-10 22:00:00,0,0,0,1013.8,69.7,-0.0336
2019-07-10 22:15:00,0,0,0,1013.9,69.7,-0.0336
2019-07-10 22:30:00,0,0,0,1014.0,69.6,-0.0315
2019-07-10 22:45:00,0,0,0,1013.7,69.7,-0.0336
2019-07-10 23:00:00,0,0,0,1013.8,69.7,-0.0315
2019-07-10 23:15:00,0,0,0,1013.6,72.2,-0.0336
2019-07-10 23:30:00,0,0,0,1013.8,72.3,-0.0315
2019-07-10 23:45:00,0,0,0,1013.7,72.4,-0.0357
2019-07-11 00:00:00,0,0,0,1014.0,72.7,-0.0336
2019-07-11 00:15:00,0,0,0,1014.0,72.1,-0.0336
2019-07-11 00:30:00,0,0,0,1013.9,72.2,-0.0315
2019-07-11 00:45:00,0,0,0,1013.9,72.2,-0.0315
2019-07-11 01:00:00,0,0,0,1014.1,72.4,-0.0315
2019-07-11 01:15:00,0,0,0,1014.1,72.5,-0.0357
2019-07-11 01:30:00,0,0,0,1013.9,72.1,-0.0336
2019-07-11 01:45:00,0,0,0,1013.7,72.4,-0.0336
2019-07-11 02:00:00,0,0,0,1013.5,71.8,-0.0315
2019-07-11 02:15:00,0,0,0,1013.3,71.5,-0.0315
2019-07-11 02:30:00,0,0,0,1013.1,72.7,-0.0315
2019-07-11 02:45:00,0,0,0,1013.1,75.4,-0.0357
2019-07-11 03:00:00,0,0,0,1013.3,75.7,-0.0315
2019-07-11 03:15:00,0,0,0,1013.2,75.7,-0.0315
2019-07-11 03:30:00,0,0,0,1013.0,75.6,-0.0315
2019-07-11 03:45:00,0,0,0,1013.0,75.4,-0.0336
2019-07-11 04:00:00,0,0,0,1013.2,74.8,-0.0315
2019-07-11 04:15:00,0,0,0,1013.3,73.3,-0.0336
2019-07-11 04:30:00,0,0,0,1013.4,72.9,-0.0357
2019-07-11 04:45:00,0,0,0,1013.2,73.2,-0.0315
2019-07-11 05:00:00,0,0,0,1013.4,72.8,0.0660765
2019-07-11 05:15:00,0,0,0,1013.5,73.8,0.5009025
2019-07-11 05:30:00,0,0,42,1013.6,73.5,0.801444
2019-07-11 05:45:00,50,0,65,1013.5,73.0,1.1318265
2019-07-11 06:00:00,62,0,62,1013.7,73.5,1.10838
2019-07-11 06:15:00,86,155,62,1013.7,74.4,1.5368115
2019-07-11 06:30:00,82,0,96,1013.8,75.0,2.0057415
2019-07-11 06:45:00,91,0,99,1013.9,73.8,1.986558
2019-07-11 07:00:00,129,0,141,1014.0,73.6,2.1506835
2019-07-11 07:15:00,142,0,173,1014.1,74.0,2.698479
2019-07-11 07:30:00,157,0,181,1014.2,73.4,2.8753935
2019-07-11 07:45:00,396,198,268,1014.1,72.1,3.973116
2019-07-11 08:00:00,453,336,187,1014.3,71.3,4.280052
2019-07-11 08:15:00,459,263,227,1014.3,71.1,4.90245
2019-07-11 08:30:00,567,316,276,1014.3,71.6,5.2200435
2019-07-11 08:45:00,538,294,187,1014.4,71.0,5.66979
2019-07-11 09:00:00,710,477,174,1014.3,70.6,5.746524
2019-07-11 09:15:00,725,508,126,1014.1,69.9,6.590598
2019-07-11 09:30:00,538,292,111,1014.3,69.3,7.724556
2019-07-11 09:45:00,790,540,110,1014.3,69.0,6.6438855
2019-07-11 10:00:00,835,558,113,1014.2,67.8,5.9490165
2019-07-11 10:15:00,782,509,106,1014.3,67.8,7.234311
2019-07-11 10:30:00,903,590,108,1014.5,67.4,6.5117325
2019-07-11 10:45:00,811,474,140,1014.5,66.1,10.4550075
2019-07-11 11:00:00,932,577,119,1014.4,65.1,15.9414885
2019-07-11 11:15:00,838,471,155,1014.3,65.1,13.402872
2019-07-11 11:30:00,885,498,149,1014.2,63.8,10.180044
2019-07-11 11:45:00,936,576,112,1014.0,63.0,8.0250975
2019-07-11 12:00:00,907,555,115,1013.8,61.9,8.862777
2019-07-11 12:15:00,952,587,118,1013.7,62.4,7.536984
2019-07-11 12:30:00,939,608,106,1013.5,60.6,5.0111565
2019-07-11 12:45:00,875,527,111,1013.1,62.4,4.4740185
2019-07-11 13:00:00,834,514,112,1013.0,62.2,4.928028
2019-07-11 13:15:00,863,550,127,1012.8,61.9,4.1287155
2019-07-11 13:30:00,805,510,132,1012.7,61.1,3.49566
2019-07-11 13:45:00,826,552,120,1012.5,59.9,3.474345
2019-07-11 14:00:00,777,540,129,1012.4,61.3,3.116253
2019-07-11 14:15:00,731,508,131,1012.2,60.6,2.890314
2019-07-11 14:30:00,728,562,131,1011.9,58.6,3.1993815
2019-07-11 14:45:00,694,531,150,1011.8,61.5,5.281857
2019-07-11 15:00:00,511,342,181,1011.8,62.4,6.428604
2019-07-11 15:15:00,459,290,198,1011.5,61.5,5.8211265
2019-07-11 15:30:00,497,403,174,1011.1,62.7,6.104616
2019-07-11 15:45:00,462,433,139,1011.2,61.6,5.780628
2019-07-11 16:00:00,376,289,179,1011.3,63.2,5.171019
2019-07-11 16:15:00,366,305,189,1011.2,63.7,4.1585565
2019-07-11 16:30:00,352,363,180,1011.2,65.9,6.18135
2019-07-11 16:45:00,156,64,127,1011.0,65.7,3.734388
2019-07-11 17:00:00,225,279,174,1011.0,65.6,2.638797
2019-07-11 17:15:00,117,0,131,1010.8,65.1,2.1805245
2019-07-11 17:30:00,98,0,105,1010.6,66.1,2.0441085
2019-07-11 17:45:00,79,42,90,1010.7,66.4,1.6689645
2019-07-11 18:00:00,74,0,94,1010.5,67.8,1.3108725
2019-07-11 18:15:00,45,0,54,1010.5,68.2,0.635187
2019-07-11 18:30:00,0,0,35,1010.3,68.3,0.370881
2019-07-11 18:45:00,0,0,0,1010.4,68.7,0.306936
2019-07-11 19:00:00,0,0,0,1010.2,68.9,0.110838
2019-07-11 19:15:00,0,0,0,1010.1,68.9,-0.0063
2019-07-11 19:30:00,0,0,0,1010.0,69.4,-0.0462
2019-07-11 19:45:00,0,0,0,1010.1,69.5,-0.0336
2019-07-11 20:00:00,0,0,0,1010.4,69.8,-0.0357
2019-07-11 20:15:00,0,0,0,1010.4,69.8,-0.0357
2019-07-11 20:30:00,0,0,0,1010.6,70.1,-0.0357
2019-07-11 20:45:00,0,0,0,1010.8,70.5,-0.0357
2019-07-11 21:00:00,0,0,0,1010.8,70.3,-0.0336
2019-07-11 21:15:00,0,0,0,1010.8,70.0,-0.0336
2019-07-11 21:30:00,0,0,0,1010.8,69.8,-0.0315
2019-07-11 21:45:00,0,0,0,1011.1,70.1,-0.0357
2019-07-11 22:00:00,0,0,0,1011.0,69.4,-0.0336
2019-07-11 22:15:00,0,0,0,1011.0,70.0,-0.0336
2019-07-11 22:30:00,0,0,0,1011.0,70.2,-0.0315
2019-07-11 22:45:00,0,0,0,1011.2,69.3,-0.0336
2019-07-11 23:00:00,0,0,0,1011.1,68.1,-0.0357
2019-07-11 23:15:00,0,0,0,1011.0,67.7,-0.0336
2019-07-11 23:30:00,0,0,0,1011.0,68.2,-0.0357
2019-07-11 23:45:00,0,0,0,1010.9,67.3,-0.0315
2019-07-12 00:00:00,0,0,0,1010.8,68.0,-0.0315
2019-07-12 00:15:00,0,0,0,1010.8,68.9,-0.0336
2019-07-12 00:30:00,0,0,0,1010.7,67.1,-0.0378
2019-07-12 00:45:00,0,0,0,1010.5,67.1,-0.0336
2019-07-12 01:00:00,0,0,0,1010.4,67.1,-0.0336
2019-07-12 01:15:00,0,0,0,1010.4,67.9,-0.0336
2019-07-12 01:30:00,0,0,0,1010.5,69.8,-0.0336
2019-07-12 01:45:00,0,0,0,1010.5,70.9,-0.0336
2019-07-12 02:00:00,0,0,0,1010.6,71.0,-0.0315
2019-07-12 02:15:00,0,0,0,1010.7,71.4,-0.0336
2019-07-12 02:30:00,0,0,0,1010.5,70.4,-0.0315
2019-07-12 02:45:00,0,0,0,1010.4,71.2,-0.0336
2019-07-12 03:00:00,0,0,0,1010.3,73.1,-0.0315
2019-07-12 03:15:00,0,0,0,1010.1,73.3,-0.0336
2019-07-12 03:30:00,0,0,0,1010.2,73.5,-0.0336
2019-07-12 03:45:00,0,0,0,1010.4,73.9,-0.0315
2019-07-12 04:00:00,0,0,0,1010.3,74.3,-0.0336
2019-07-12 04:15:00,0,0,0,1010.5,74.7,-0.0315
2019-07-12 04:30:00,0,0,0,1010.5,74.9,-0.0336
2019-07-12 04:45:00,0,0,0,1010.6,74.9,-0.0357
2019-07-12 05:00:00,0,0,0,1010.8,74.8,-0.0357
2019-07-12 05:15:00,0,0,0,1011.0,75.3,-0.0294
2019-07-12 05:30:00,0,0,36,1011.2,75.4,0.029841
2019-07-12 05:45:00,47,0,64,1011.2,75.4,0.04263
2019-07-12 06:00:00,52,0,63,1011.3,75.3,0.106575
2019-07-12 06:15:00,75,0,86,1011.4,75.1,0.204624
2019-07-12 06:30:00,93,59,84,1011.4,74.8,0.524349
2019-07-12 06:45:00,134,46,134,1011.6,74.6,0.494508
2019-07-12 07:00:00,109,0,128,1011.6,74.1,0.6458445
2019-07-12 07:15:00,103,0,115,1011.7,74.6,0.890967
2019-07-12 07:30:00,112,0,132,1011.7,74.7,1.986558
2019-07-12 07:45:00,144,0,170,1011.7,74.5,3.0075465
2019-07-12 08:00:00,202,0,244,1011.6,73.9,2.9222865
2019-07-12 08:15:00,202,0,233,1011.6,74.0,2.4917235
2019-07-12 08:30:00,187,0,216,1012.0,74.1,0.566979
2019-07-12 08:45:00,209,0,243,1012.2,73.5,2.617482
2019-07-12 09:00:00,360,0,389,1012.1,72.9,2.033451
2019-07-12 09:15:00,328,0,371,1012.1,72.3,9.054612
2019-07-12 09:30:00,442,0,451,1012.2,71.2,7.728819
2019-07-12 09:45:00,425,0,450,1012.4,70.2,7.37499
2019-07-12 10:00:00,409,0,419,1012.6,70.1,5.8509675
2019-07-12 10:15:00,664,72,498,1012.3,70.2,5.665527
2019-07-12 10:30:00,826,183,493,1012.5,69.4,7.3771215
2019-07-12 10:45:00,751,223,425,1012.5,69.3,8.2552995
2019-07-12 11:00:00,968,429,320,1012.4,68.6,8.798832
2019-07-12 11:15:00,1041,442,419,1012.3,68.9,9.7558755
2019-07-12 11:30:00,492,0,346,1012.0,68.5,12.222021
2019-07-12 11:45:00,550,34,425,1011.8,68.9,12.869997
2019-07-12 12:00:00,897,397,253,1011.6,68.2,12.763422
2019-07-12 12:15:00,912,556,113,1011.1,68.3,13.573392
2019-07-12 12:30:00,940,530,165,1011.3,66.3,10.9239375
2019-07-12 12:45:00,895,500,180,1011.0,66.5,8.9160645
2019-07-12 13:00:00,881,525,155,1011.1,64.5,13.876065
2019-07-12 13:15:00,873,535,150,1011.1,65.2,10.802442
2019-07-12 13:30:00,831,529,136,1011.1,62.4,10.8770445
2019-07-12 13:45:00,794,511,127,1010.9,62.7,5.6548695
2019-07-12 14:00:00,776,551,119,1010.8,64.3,10.1523345
2019-07-12 14:15:00,731,522,127,1010.6,64.9,12.0493695
2019-07-12 14:30:00,685,490,128,1010.8,64.1,10.9665675
2019-07-12 14:45:00,642,481,131,1010.9,64.8,5.691105
2019-07-12 15:00:00,612,457,160,1010.7,66.9,8.040018
2019-07-12 15:15:00,541,459,126,1010.7,65.7,5.5738725
2019-07-12 15:30:00,499,434,131,1010.6,67.1,3.474345
2019-07-12 15:45:00,446,418,126,1010.7,67.0,2.2785735
2019-07-12 16:00:00,399,417,121,1010.4,67.5,2.9478645
2019-07-12 16:15:00,347,394,114,1010.3,68.1,3.619287
2019-07-12 16:30:00,276,324,107,1010.0,69.4,4.2736575
2019-07-12 16:45:00,248,317,116,1009.9,69.2,2.4448305
2019-07-12 17:00:00,205,291,117,1010.1,69.4,2.4107265
2019-07-12 17:15:00,154,241,105,1010.1,70.2,1.398264
2019-07-12 17:30:00,111,213,90,1009.8,70.7,0.754551
2019-07-12 17:45:00,80,157,78,1009.8,71.3,0.763077
2019-07-12 18:00:00,39,39,43,1009.7,71.7,0.221676
2019-07-12 18:15:00,45,70,61,1009.8,72.0,0.1129695
2019-07-12 18:30:00,31,0,42,1009.8,72.6,0.153468
2019-07-12 18:45:00,0,0,0,1010.0,72.9,0.1769145
2019-07-12 19:00:00,0,0,0,1009.8,73.4,-0.0441
2019-07-12 19:15:00,0,0,0,1009.9,73.3,-0.0336
2019-07-12 19:30:00,0,0,0,1010.0,73.1,-0.0336
2019-07-12 19:45:00,0,0,0,1010.1,73.0,-0.0378
2019-07-12 20:00:00,0,0,0,1010.4,73.1,-0.0357
2019-07-12 20:15:00,0,0,0,1010.7,73.2,-0.0336
2019-07-12 20:30:00,0,0,0,1011.2,73.6,-0.0357
2019-07-12 20:45:00,0,0,0,1011.4,73.7,-0.0378
2019-07-12 21:00:00,0,0,0,1011.3,73.7,-0.0336
2019-07-12 21:15:00,0,0,0,1011.1,74.0,-0.0357
2019-07-12 21:30:00,0,0,0,1011.1,73.8,-0.0357
2019-07-12 21:45:00,0,0,0,1011.0,73.2,-0.0315
2019-07-12 22:00:00,0,0,0,1011.1,72.5,-0.0315
2019-07-12 22:15:00,0,0,0,1011.2,71.1,-0.0336
2019-07-12 22:30:00,0,0,0,1011.1,70.8,-0.0378
2019-07-12 22:45:00,0,0,0,1011.3,71.2,-0.0357
2019-07-12 23:00:00,0,0,0,1011.1,71.6,-0.0357
2019-07-12 23:15:00,0,0,0,1011.3,72.0,-0.0357
2019-07-12 23:30:00,0,0,0,1011.2,72.6,-0.0378
2019-07-12 23:45:00,0,0,0,1011.0,72.5,-0.0336
2019-07-13 00:00:00,0,0,0,1010.8,73.1,-0.0357
2019-07-13 00:15:00,0,0,0,1010.5,73.6,-0.0378
2019-07-13 00:30:00,0,0,0,1010.6,73.8,-0.0357
2019-07-13 00:45:00,0,0,0,1010.4,74.0,-0.0336
2019-07-13 01:00:00,0,0,0,1010.4,74.0,-0.0378
2019-07-13 01:15:00,0,0,0,1010.3,73.8,-0.0378
2019-07-13 01:30:00,0,0,0,1010.3,73.4,-0.0378
2019-07-13 01:45:00,0,0,0,1010.4,73.5,-0.0378
2019-07-13 02:00:00,0,0,0,1010.3,73.7,-0.0378
2019-07-13 02:15:00,0,0,0,1010.3,73.8,-0.0378
2019-07-13 02:30:00,0,0,0,1010.6,74.0,-0.0378
2019-07-13 02:45:00,0,0,0,1010.5,74.1,-0.0378
2019-07-13 03:00:00,0,0,0,1010.3,73.8,-0.0357
2019-07-13 03:15:00,0,0,0,1010.3,73.6,-0.0378
2019-07-13 03:30:00,0,0,0,1010.3,73.8,-0.0378
2019-07-13 03:45:00,0,0,0,1010.5,74.0,-0.0336
2019-07-13 04:00:00,0,0,0,1010.6,74.3,-0.0357
2019-07-13 04:15:00,0,0,0,1010.7,74.5,-0.0357
2019-07-13 04:30:00,0,0,0,1010.6,74.4,-0.0357
2019-07-13 04:45:00,0,0,0,1010.7,74.4,-0.0357
2019-07-13 05:00:00,0,0,0,1010.7,75.0,-0.0378
2019-07-13 05:15:00,0,0,0,1010.7,75.2,0.0063945
2019-07-13 05:30:00,0,0,37,1010.8,75.3,0.1854405
2019-07-13 05:45:00,40,0,51,1010.8,75.1,0.251517
2019-07-13 06:00:00,57,0,72,1011.1,74.8,0.622398
2019-07-13 06:15:00,85,0,103,1010.8,73.6,0.545664
2019-07-13 06:30:00,110,0,129,1010.9,73.2,0.76734
2019-07-13 06:45:00,143,0,161,1011.1,72.4,1.048698
2019-07-13 07:00:00,180,0,177,1010.8,72.0,1.3748175
2019-07-13 07:15:00,223,113,181,1010.7,71.3,2.1719985
2019-07-13 07:30:00,268,98,199,1010.9,70.6,2.8668675
2019-07-13 07:45:00,318,144,219,1010.8,70.0,1.8735885
2019-07-13 08:00:00,362,158,237,1011.2,69.2,1.087065
2019-07-13 08:15:00,403,158,260,1011.3,68.9,2.135763
2019-07-13 08:30:00,448,172,278,1011.3,68.5,2.0398455
2019-07-13 08:45:00,496,190,291,1011.4,68.3,4.4995965
2019-07-13 09:00:00,543,207,303,1011.4,68.6,5.3521965
2019-07-13 09:15:00,582,220,316,1011.6,67.7,9.941316
2019-07-13 09:30:00,633,226,363,1011.6,67.3,7.225785
2019-07-13 09:45:00,607,174,363,1011.7,66.3,4.7852175
2019-07-13 10:00:00,678,223,367,1011.9,65.8,8.99493
2019-07-13 10:15:00,705,234,372,1012.0,65.7,4.1457675
2019-07-13 10:30:00,735,255,368,1011.9,64.9,5.5653465
2019-07-13 10:45:00,735,221,406,1012.0,64.4,6.287925
2019-07-13 11:00:00,736,189,434,1011.9,62.7,9.6535635
2019-07-13 11:15:00,786,190,516,1011.8,62.8,9.2400525
2019-07-13 11:30:00,751,184,466,1011.8,61.8,11.7637485
2019-07-13 11:45:00,819,254,447,1011.6,60.8,10.691604
2019-07-13 12:00:00,571,101,411,1011.4,59.9,18.938276
2019-07-13 12:15:00,765,205,483,1011.2,59.5,15.594054
2019-07-13 12:30:00,792,281,426,1010.8,59.5,14.0146125
